id	word	sense	context	w_word	wo_word	followup
not_319	not	truth-conditional control	Did you ever buy food from the snack stands near our hotel?__eou__Yes, several times.__eou__How do you like them?	Not bad.	Bad.	I always have the temptation to eat something there.
not_367	not	truth-conditional control	Would you like to see our new shirts?	Sorry, but I'm not really that interested in those things.	Sorry, but I'm really that interested in those things.	Well, they are very nice you know.
not_379	not	truth-conditional control	What can I do for you?__eou__I'd like to buy a keepsake for my girlfriend. Could you make a recommendation for me?__eou__I'd like to. How do you like the hat?	It's not special. It can be seen everywhere.	It's special. It can be seen everywhere.	How about the umbrella? It's made of wood and paper. It's very beautiful.
not_383	not	truth-conditional control	I need some flowers for my girlfriend.__eou__No problem. Would you like some artificial carnations?	Oh, no. Carnations are not very elegant. Artificial flowers have no passion.	Oh, no. Carnations are very elegant. Artificial flowers have no passion.	How much did you want to spend?
not_460	not	truth-conditional control	What can I help you with today?__eou__My washing machine isn't working.__eou__What's the problem?	The water will not drain.	The water will drain.	Is there anything else wrong with it?
not_686	not	truth-conditional control	Would you like to have a piece of cake?__eou__No, thank you. I'm on a diet.	Why? You're not fat.	Why? You're fat.	I'm considering entering for the beauty contest this summer, so I must have a slender figure.
not_698	not	truth-conditional control	What is your favorite coffee?	Irish coffee is my favorite. But I'm not particular on it.	Irish coffee is my favorite. But I'm particular on it.	All right. Would you make coffee yourself when you are at home?
not_702	not	truth-conditional control	Good coming, sir.__eou__Good morning.__eou__Would you mind moving to the middle of the bus?	Of course not. But I don't know when to get off.	Of course. But I don't know when to get off.	Where are you going?
not_729	not	truth-conditional control	Can I help you?	Yes, my brakes are not working well.	Yes, my brakes are working well.	What's wrong with them?
not_768	not	truth-conditional control	Taxi!__eou__Where will you go, sir?__eou__Friendship Hotel.	OK, it's not far from here.	OK, it's far from here.	I have something important to do, can you fast the speed?
not_865	not	truth-conditional control	Do you take vitamin pills regularly?__eou__No, I don't, do you?	Yes. Maybe you should do it too. You may not get enough vitamins from your food, you know.	Yes. Maybe you should do it too. You may get enough vitamins from your food, you know.	But, I don't believe in taking pills to get enough vitamins.
not_949	not	truth-conditional control	What can I do for you?__eou__Do you have any blue shirts?__eou__Yes. What's your size?	I'm not familiar with American size.	I'm familiar with American size.	All right. Let me see. I think you'd wear a size 8. This shirt is size 8.
not_969	not	truth-conditional control	Do you think I should join the basketball team, Mary?	Why not? If I were you, I certainly would.	Why? If I were you, I certainly would.	But I'm afraid it'll take up too much of my time.
not_1154	not	truth-conditional control	Did you order the cake?__eou__Oh, I forgot.	Get on the phone right now. It might not be too late.	Get on the phone right now. It might be too late.	I’m so sorry! OK, so you just want a simple message on it.
not_1270	not	truth-conditional control	Excuse me, I'm looking for the Holiday Inn. Do you know where it is?__eou__Sure. It's down this street on the left.__eou__Is it far from here?	No, it's not far.	No, it's far.	How far is it?
not_1286	not	truth-conditional control	"I'm sorry, but I didn't catch what you said.__eou__I said, "" Do you want me to help you? """	If you're sure you're not in a hurry, I can use a little help.	If you're sure you're in a hurry, I can use a little help.	OK. Would you like me to get you a cab?
not_1347	not	truth-conditional control	Hello, Frank.__eou__Hi, Steven. What's new with you?	Not too much. I'm looking to rent an apartment.	Too much. I'm looking to rent an apartment.	Why?
not_1353	not	truth-conditional control	Oh, dear. My weight has gone up again.	I'm not surprised. You eat too much.	I'm surprised. You eat too much.	And I suppose sitting at a desk all day at the office doesn't help.
not_1385	not	truth-conditional control	Check the mirror. How do you like it?	I think the style is a little old-fashioned. It's not what I want.	I think the style is a little old-fashioned. It's what I want.	I think this one fits you. It's the new fashion style.
not_1406	not	truth-conditional control	Excuse me, driver. Let me off here, please.	Well, it's not the supermarket you want.	Well, it's the supermarket you want.	I have just changed my plan.
not_1570	not	truth-conditional control	Steven, it's ten o'clock. I'm going to bed. I'm beat.__eou__Okay. I'm going to stay up a while. I've got to go over the household budget. We've sightly overspent this month.__eou__Oh, can't you do it tomorrow? It's already past 10.	But I'm not sleepy, darling. I want to finish it today.	But I'm sleepy, darling. I want to finish it today.	Okay. Please close the door to the basement before you go to bed. I don't want the dog down there tonight.
not_1602	not	truth-conditional control	How is your house hunting going?	Not very well. I haven’t found anything within my price range yet.	Very well. I haven’t found anything within my price range yet.	How much are you looking to spend?
not_1608	not	truth-conditional control	Steven, what's the expense of moving house?__eou__About 3 000 dollars.__eou__It costs a lot of money. Hospital bills had already made deep in-roads into our savings. Do you think the rest of your salary will be enough to cover our daily expenses?	I am afraid not, darling. Our expenses are mounting.	I am afraid, darling. Our expenses are mounting.	We have to cut back on our shopping from now on.
not_1647	not	truth-conditional control	It's especially cold when the wind is blowing.__eou__Why don't you wear a scarf?__eou__What can wearing one do for me?	You're cold because the wind is blowing into your open collar. It's not because your jacket isn't thick enough.	You're cold because the wind is blowing into your open collar. It's because your jacket isn't thick enough.	So wearing a scarf helps your body to stay warm inside your jacket.
not_1663	not	truth-conditional control	Can I be of any service to you?__eou__I've been told that Chinese arts and crafts are famous for their excellent workmanship. We'd like to take some home. What would you recommend?__eou__There are over a thousands kinds of articles in our shop.For example, there is tricolored pottery originating in the Tang Dynasty, embroidery, batik, jade carving, just to name a few.Do you have anything in mind?	No, not really.But I think it should be something distinctively Chinese. And easy to carry.	No, really.But I think it should be something distinctively Chinese. And easy to carry.	I would suggest you buy paper-cuts, embroidery and batik.They are very easy to carry.
not_1668	not	truth-conditional control	This section of the store is called Junior. Why is that?__eou__It means young girls. That's where you'll find clothes for young girls.__eou__But I can't find anything in my size here.	You're small, but you're not a child.	You're small, but you're a child.	Well, there's nothing I can do about my height!
not_1686	not	truth-conditional control	Do you like shopping at flea markets?__eou__l love it. There is always something fascinating to discover.__eou__The antiques market here in Paris is very famous. It's called Le marche aux puces de Saint-Ouen.	That's not very easy to say.	That's very easy to say.	It's also known as Les Puces, which means ‘ The Fleas'.
not_1697	not	truth-conditional control	I'll try one of these on. ( The customer tries one of the shoes on. ) It's too big. It slides up and down my heel when I walk around.__eou__Well, let's try a size ten. ( He gets another pair and the customer tries a shoe on. ) Looks like a perfect fit.	Not really. It pinches my toes.	Really. It pinches my toes.	I'm sure they'll be fine once you break them in.
not_1700	not	truth-conditional control	Excuse me.__eou__Yes?__eou__How do I get to the Olympic Stadium, please?	It’s not far. Go straight on then turn right at the end of the road.	It’s far. Go straight on then turn right at the end of the road.	Thanks.
not_1721	not	truth-conditional control	Excuse me, I'm looking for a good novel. Can you recommend anything?__eou__Certainly. What kind of novel did you have in mind?	I'm not really sure. I don't like romance novels, but any other genre is okay, as long as the book's good.	I'm really sure. I don't like romance novels, but any other genre is okay, as long as the book's good.	Well, let me see ... This Stephen King novel is a real thriller.
not_1754	not	truth-conditional control	How can I lose weight, doctor? I seem to get fatter even when I just look at food?__eou__Well, Jim. It is a combination of how much you eat, the type of food you eat, and when you eat your meals.__eou__I never eat breakfast though.	That's a big mistake, you should always have a good breakfast. You will not run your car without fuel, and yet you expect your body to work without food.	That's a big mistake, you should always have a good breakfast. You will run your car without fuel, and yet you expect your body to work without food.	I never thought about it that way.
not_1760	not	truth-conditional control	Hi dude, you look upset, what's up?__eou__Haven't been sleeping well recently.__eou__What's the problem?	Every night my roommates watch the Korean soap operas till mid-night. I am not a big fan of Korean shows and I don't know how to tell them to stop without hurting their feelings.	Every night my roommates watch the Korean soap operas till mid-night. I am a big fan of Korean shows and I don't know how to tell them to stop without hurting their feelings.	Well, you can simply tell them you want to sleep, or make an agreement for a time when the room should quiet down.
not_1761	not	truth-conditional control	What is the proper way to sit at a dinner table?	Ideal posture is to sit straight, but not stiff, against the back of the chair.	Ideal posture is to sit straight, but stiff, against the back of the chair.	Yes.
not_1774	not	truth-conditional control	Here's the dress you wanted it to be made.__eou__Oh, dear!__eou__What's the matter?	It's not what I asked for.	It's what I asked for.	What's wrong with it?
not_1776	not	truth-conditional control	Why don’t you sit down and relax, darling?__eou__I don’t want to.__eou__Well, come and talk to me then.	Certainly not.	Certainly.	May I turn on the radio then?
not_1804	not	truth-conditional control	You’re home late today, David. How was school?	Not bad. There’s a new English teacher.	Bad. There’s a new English teacher.	Oh, what’s she like?
not_1819	not	truth-conditional control	I am so busy today.__eou__Can I help you?	I’m not sure. Perhaps you could do the shopping.	I’m sure. Perhaps you could do the shopping.	I’ll be glad to help.
not_2047	not	truth-conditional control	Sorry, honey, something has cropped up again. I have to deal with it. Perhaps I will go to back home till very late.	It's nothing. It's not the first time anyway.	It's nothing. It's the first time anyway.	Oh, come on. I will be back as early as possible.
not_2138	not	truth-conditional control	Excuse me, sir, I'm afraid you can't park your car here.	Why not? It's my parking space.	Why? It's my parking space.	I'm afraid not, sir.
not_2142	not	truth-conditional control	Excuse me, I'm lost. Can you show me where I am in this map?__eou__Er, let me see. Oh, look, you're right here. Pretty close to the Olympic Park.	That's great! It's not my day. I just have very bad sense of direction.	That's great! It's my day. I just have very bad sense of direction.	Is this your first time here? Where are you going?
not_2148	not	truth-conditional control	Hey, look, there is a circus show over there.	I'm not in the mood.	I'm in the mood.	It's the circus.
not_2160	not	truth-conditional control	We came too early. There're still three hours before the performance starts.__eou__I know. Sorry, I shouldn't have rushed you, but I just couldn't stay at home and wait.__eou__Never mind. What about taking a look around the theater?	Why not? I'd love to do that.	Why? I'd love to do that.	Here we go. There is a museum of the Beijing Opera art.
not_2168	not	truth-conditional control	Calvin, how much money did you spend last weekend?	Lily, I’m not sure. Let me check, I think I spent $ 50.	Lily, I’m sure. Let me check, I think I spent $ 50.	Why don’t you help me save money? You are always spending money.
not_2378	not	truth-conditional control	Good afternoon, sir, is there anything I can help you with today?__eou__umm ... yeah! I’m looking for a nice gift to give my girlfriend. Our fifth anniversary’s next Friday.__eou__Well, I would be happy to assist you in choosing the perfect gift for her. Is there anything particular that you have in mind?	No, not really ... I’m completely at a loss.	No, really ... I’m completely at a loss.	Well, you can give her a set of pearl earrings, or this beautiful heart-shaped pendant. What is her favorite gemstone?
not_2405	not	truth-conditional control	So the apartment comes unfurnished?	This one is. I have another one that's furnished, but I'm not sure you'll like the furniture.	This one is. I have another one that's furnished, but I'm sure you'll like the furniture.	We have tons of furniture. What we need are air conditioners.
not_2456	not	truth-conditional control	Do you want to go catch a movie tonight?__eou__I can't, I have to go to the gym.	Come on! You can go tomorrow, just skip it today. It's not as if you are gonna get in trouble!	Come on! You can go tomorrow, just skip it today. It's as if you are gonna get in trouble!	Actually I will! I am working out with a personal trainer that gets on my case if I don't go. I like it, because it makes me feel more obligated to go and get healthy.
not_2467	not	truth-conditional control	What can I help you with today?__eou__My washing machine isn't working.__eou__What's the problem?	The water will not drain.	The water will drain.	Is there anything else wrong with it?
not_2497	not	truth-conditional control	I'm going to buy a new living room set.__eou__Where are you going to buy one?	I'm really not sure.	I'm really sure.	You like my living room set, don't you?
not_2551	not	truth-conditional control	Which do you prefer, sour peppery soup or four-jewel soup?	Anything's all right with me. I'm not particular about soups.	Anything's all right with me. I'm particular about soups.	Then we'll have four-jewel soup.
not_2698	not	truth-conditional control	Yeah, but you guys don't stay with the same classmates all day, right?	Right. The people in your math class might not be the people you have science with.	Right. The people in your math class might be the people you have science with.	So, you sent out invitations to your whole graduating class?
